hotel_id,hotel_name,city,province,area,latitude,longitude,hotel_type,price_range,rating,review_count,amenities,nearby_attractions,tags,description,other_details
H0298,Cloud Inn Dang,Dang,5,Near Ambikeshwori,27.653164,85.273865,Resort,2400-9800 NPR,4.2,807,Lake View; Family Rooms; Tour Desk; Room Service; Guide Services; Bar; Wake-up Service,Ambikeshwori,religious; temple; hindu; adventure; spiritual,"Cloud Inn Dang is a resort situated in Near Ambikeshwori, Dang. Guests enjoy Lake View, Family Rooms, Tour Desk, Room Service. Nearby: Ambikeshwori. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Lake View"", ""Family Rooms"", ""Tour Desk"", ""Room Service"", ""Guide Services""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0299,Cloud Cottage,Bhaktapur,3,Near Kalamasi,27.646117,85.474528,Budget Hotel,1600-2100 NPR,2.9,32,Bonfire; Guide Services; Spa,Kalamasi,adventure; picnic spot; dam-site; pond,"Cloud Cottage is a budget hotel situated in Near Kalamasi, Bhaktapur. Guests enjoy Bonfire, Guide Services, Spa. Nearby: Kalamasi. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Guide Services"", ""Spa""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0300,Pine Homestay,Kapilvastu,5,Near Kudan,27.690895,85.338409,Luxury Hotel,3400-7400 NPR,3.2,15,Bonfire; Free Parking; Bike Rental; Laundry; Guide Services; Pet Friendly,Kudan,buddhist; historical; family-friendly; temple; site,"Pine Homestay is a luxury hotel situated in Near Kudan, Kapilvastu. Guests enjoy Bonfire, Free Parking, Bike Rental, Laundry. Nearby: Kudan. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Free Parking"", ""Bike Rental"", ""Laundry"", ""Guide Services""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0301,Pine Haven Illam,Illam,1,Near Mai Pokhari,27.65705,85.327755,Homestay,4300-13100 NPR,3.0,181,Bonfire; Airport Shuttle; Conference Hall,Mai Pokhari,mushroom & wildflower spotting; Boating on the lake; family-friendly; birdwatching; local-experience; eco-lodge stay; forest walks around Ramsar site; trekking-base,"Pine Haven Illam is a homestay situated in Near Mai Pokhari, Illam. Guests enjoy Bonfire, Airport Shuttle, Conference Hall. Nearby: Mai Pokhari. Best time to visit: Oct–Apr.","{""best_time"": ""Oct–Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Airport Shuttle"", ""Conference Hall""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0302,Himalayan Villa,Pokhara,4,Near Tadapani,28.189382,83.96795,Homestay,2900-5900 NPR,2.9,622,Room Service; Laundry; Breakfast Included; Bonfire; Restaurant; Wake-up Service; Lake View,Tadapani,Trekking; local-experience; romantic; Mountain views; Birdwatching; wildlife,"Himalayan Villa is a homestay situated in Near Tadapani, Pokhara. Guests enjoy Room Service, Laundry, Breakfast Included, Bonfire. Nearby: Tadapani. Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Room Service"", ""Laundry"", ""Breakfast Included"", ""Bonfire"", ""Restaurant""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0303,Golden Resort,Dadeldhura,7,Amargadhi Fort,27.655905,85.273717,Homestay,600-2700 NPR,4.0,309,Hiking Tours; Pet Friendly; Restaurant; Laundry; Free Parking; Bonfire; Airport Shuttle,Amargadhi Fort,trekking-base; history,"Golden Resort is a homestay situated in Amargadhi Fort, Dadeldhura. Guests enjoy Hiking Tours, Pet Friendly, Restaurant, Laundry. Nearby: Amargadhi Fort. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Pet Friendly"", ""Restaurant"", ""Laundry"", ""Free Parking""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0304,Serene Homestay,Illam,1,Near Pattek hill,27.75923,85.332444,Guesthouse,5900-13400 NPR,4.3,342,Room Service; Pet Friendly; Breakfast Included,Pattek hill,trekking; hills; family-friendly; offbeat; luxury,"Serene Homestay is a guesthouse situated in Near Pattek hill, Illam. Guests enjoy Room Service, Pet Friendly, Breakfast Included. Nearby: Pattek hill. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Room Service"", ""Pet Friendly"", ""Breakfast Included""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0305,Riverbend Villa Surkhet,Surkhet,6,Near Kakre Bihar—the “other Lumbini”,27.703902,85.285576,Luxury Hotel,4400-9000 NPR,3.1,890,Mountain View; Hiking Tours,Kakre Bihar—the “other Lumbini”,history; family-friendly; sculptures; temple; forest; hindu; trekking-base; hiking; luxury,"Riverbend Villa Surkhet is a luxury hotel situated in Near Kakre Bihar—the “other Lumbini”, Surkhet. Guests enjoy Mountain View, Hiking Tours. Nearby: Kakre Bihar—the “other Lumbini”. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Mountain View"", ""Hiking Tours""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0306,Vista Haven,Pokhara,4,Near Ghandruk,28.252603,83.965796,Homestay,1300-5800 NPR,4.1,801,Free Parking; Room Service; Bar; Bike Rental; Lake View,Ghandruk,trekking-base; birdwatching; Cultural exploration; Village walk,"Vista Haven is a homestay situated in Near Ghandruk, Pokhara. Guests enjoy Free Parking, Room Service, Bar, Bike Rental. Nearby: Ghandruk. Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Room Service"", ""Bar"", ""Bike Rental"", ""Lake View""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0307,Vista Inn - 307,Jhapa,1,Dhanpal fort ,27.652469,85.293513,Guesthouse,6400-11400 NPR,3.3,69,Tour Desk; Airport Shuttle,Dhanpal fort ,temple; local-experience; hindu; hiking; fort,"Vista Inn - 307 is a guesthouse situated in Dhanpal fort , Jhapa. Guests enjoy Tour Desk, Airport Shuttle. Nearby: Dhanpal fort . Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Tour Desk"", ""Airport Shuttle""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0308,Everest Lodge,Kathmandu,3,Near Sundarijal,27.672789,85.342767,Cottage,2000-4100 NPR,4.2,518,Hiking Tours; Airport Shuttle; Wake-up Service; Laundry,Sundarijal,Picnic spot; mountain-view; waterfall; budget; offbeat; trekking-base; hiking,"Everest Lodge is a cottage situated in Near Sundarijal, Kathmandu. Guests enjoy Hiking Tours, Airport Shuttle, Wake-up Service, Laundry. Nearby: Sundarijal. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Airport Shuttle"", ""Wake-up Service"", ""Laundry""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0309,Himalayan Cottage Pokhara,Pokhara,4,Rupa Lake,28.247136,83.946952,Boutique Hotel,4500-8100 NPR,4.0,365,Bonfire; Swimming Pool; Spa; Conference Hall; Guide Services; Bar; Mountain View,Rupa Lake,Lake; wellness; hills,"Himalayan Cottage Pokhara is a boutique hotel situated in Rupa Lake, Pokhara. Guests enjoy Bonfire, Swimming Pool, Spa, Conference Hall. Nearby: Rupa Lake. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Swimming Pool"", ""Spa"", ""Conference Hall"", ""Guide Services""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0310,Golden Inn Gorkha,Gorkha,4,Maharani Than,27.997606,84.678581,Budget Hotel,5800-6200 NPR,4.7,799,Spa; Lake View; Family Rooms; Free WiFi,Maharani Than,heritage; temple; budget; eco-friendly; hindu; spiritual,"Golden Inn Gorkha is a budget hotel situated in Maharani Than, Gorkha. Guests enjoy Spa, Lake View, Family Rooms, Free WiFi. Nearby: Maharani Than. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Spa"", ""Lake View"", ""Family Rooms"", ""Free WiFi""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0311,Tranquil Inn Pokhara,Pokhara,4,Near Paragliding Sites (Pokhara Valley),28.164144,83.989836,Lodge,3200-8500 NPR,3.6,185,Conference Hall; Lake View; Airport Shuttle; Hiking Tours,Paragliding Sites (Pokhara Valley),near-temple; birdwatching; offbeat; Tandem Flights; Paragliding,"Tranquil Inn Pokhara is a lodge situated in Near Paragliding Sites (Pokhara Valley), Pokhara. Guests enjoy Conference Hall, Lake View, Airport Shuttle, Hiking Tours. Nearby: Paragliding Sites (Pokhara Valley). Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Lake View"", ""Airport Shuttle"", ""Hiking Tours""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0312,Riverbend Retreat Sunsari,Sunsari,1,Itahari,27.722661,85.29838,Eco-Lodge,6500-9900 NPR,3.1,395,Room Service; Free Parking,Itahari,Terai; heritage; Tour; birdwatching; Trekking; Parks; budget; wildlife,"Riverbend Retreat Sunsari is a eco-lodge situated in Itahari, Sunsari. Guests enjoy Room Service, Free Parking. Nearby: Itahari. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Room Service"", ""Free Parking""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0313,Cloud Villa - 313,Kailali,7,Godawari Ram Temple,27.680526,85.326521,Luxury Hotel,1500-5200 NPR,4.4,1071,Conference Hall; Spa; Room Service; Free Parking; Airport Shuttle,Godawari Ram Temple,hindu; temple; adventure,"Cloud Villa - 313 is a luxury hotel situated in Godawari Ram Temple, Kailali. Guests enjoy Conference Hall, Spa, Room Service, Free Parking. Nearby: Godawari Ram Temple. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Spa"", ""Room Service"", ""Free Parking"", ""Airport Shuttle""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0314,Vista Inn,Dadeldhura,7,Tripura Sundari temple,27.724156,85.255665,Budget Hotel,5700-6800 NPR,4.6,199,Tour Desk; Restaurant; Room Service; Airport Shuttle; Swimming Pool,Tripura Sundari temple,hindu; spiritual; temple,"Vista Inn is a budget hotel situated in Tripura Sundari temple, Dadeldhura. Guests enjoy Tour Desk, Restaurant, Room Service, Airport Shuttle. Nearby: Tripura Sundari temple. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Tour Desk"", ""Restaurant"", ""Room Service"", ""Airport Shuttle"", ""Swimming Pool""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0315,Everest Retreat Darchula,Darchula,7,Lipulekh Pass & Yari Valley,27.740308,85.328551,Luxury Hotel,3200-5400 NPR,4.8,1179,Spa; Lake View; Bar; Breakfast Included; Restaurant; Tour Desk,Lipulekh Pass & Yari Valley,culture of Shauka people; high-altitude trekking; Ancient trade route exploration; luxury,"Everest Retreat Darchula is a luxury hotel situated in Lipulekh Pass & Yari Valley, Darchula. Guests enjoy Spa, Lake View, Bar, Breakfast Included. Nearby: Lipulekh Pass & Yari Valley. Best time to visit: Apr–Jun & Sept–Oct.","{""best_time"": ""Apr–Jun & Sept–Oct"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Spa"", ""Lake View"", ""Bar"", ""Breakfast Included"", ""Restaurant""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0316,Serene Cottage Pokhara,Pokhara,4,Gupteshwor Mahadev Cave,28.178837,83.995438,Budget Hotel,1300-7800 NPR,4.4,32,Airport Shuttle; Free WiFi; Tour Desk; Restaurant; Wake-up Service,Gupteshwor Mahadev Cave,cave; waterfall; temple; eco-friendly; hindu; adventure; spiritual,"Serene Cottage Pokhara is a budget hotel situated in Gupteshwor Mahadev Cave, Pokhara. Guests enjoy Airport Shuttle, Free WiFi, Tour Desk, Restaurant. Nearby: Gupteshwor Mahadev Cave. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Airport Shuttle"", ""Free WiFi"", ""Tour Desk"", ""Restaurant"", ""Wake-up Service""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0317,Serene House,Kathmandu,3,Near Dhaaraapani (Dhungedhaaraa),27.730465,85.268515,Budget Hotel,6400-14900 NPR,4.0,180,Mountain View; Pet Friendly; Guide Services; Free WiFi; Free Parking; Bar; Breakfast Included,Dhaaraapani (Dhungedhaaraa),statues; temple; local-experience; pond,"Serene House is a budget hotel situated in Near Dhaaraapani (Dhungedhaaraa), Kathmandu. Guests enjoy Mountain View, Pet Friendly, Guide Services, Free WiFi. Nearby: Dhaaraapani (Dhungedhaaraa). Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Mountain View"", ""Pet Friendly"", ""Guide Services"", ""Free WiFi"", ""Free Parking""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0318,Cloud Stay Palpa,Palpa,5,Near Rani Mahal,27.673171,85.263246,Budget Hotel,6100-14200 NPR,3.8,327,Breakfast Included; Wake-up Service; Pet Friendly; Mountain View; Bar; Guide Services; Spa,Rani Mahal,wellness; historical; family-friendly; local-experience; hill,"Cloud Stay Palpa is a budget hotel situated in Near Rani Mahal, Palpa. Guests enjoy Breakfast Included, Wake-up Service, Pet Friendly, Mountain View. Nearby: Rani Mahal. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Wake-up Service"", ""Pet Friendly"", ""Mountain View"", ""Bar""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0319,Meadow Inn,Mahottari,2,Near Jaleshwar ,27.698207,85.253928,Guesthouse,6400-14000 NPR,4.0,667,Bar; Lake View; Free Parking; Swimming Pool; Tour Desk,Jaleshwar ,temple; hindu; pond; park; lakeside; luxury,"Meadow Inn is a guesthouse situated in Near Jaleshwar , Mahottari. Guests enjoy Bar, Lake View, Free Parking, Swimming Pool. Nearby: Jaleshwar . Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bar"", ""Lake View"", ""Free Parking"", ""Swimming Pool"", ""Tour Desk""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0320,Tranquil Cottage,Kapilvastu,5,Near Gotihawa,27.646521,85.292304,Guesthouse,5500-13200 NPR,3.2,764,Hiking Tours; Bar; Pet Friendly,Gotihawa,religious; historical; near-temple; adventure; trekking-base; cultural,"Tranquil Cottage is a guesthouse situated in Near Gotihawa, Kapilvastu. Guests enjoy Hiking Tours, Bar, Pet Friendly. Nearby: Gotihawa. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Bar"", ""Pet Friendly""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0321,Meadow Homestay Sunsari,Sunsari,1,Near Mini mountain,27.695029,85.260544,Lodge,2300-7400 NPR,4.0,348,Conference Hall; Free Parking; Airport Shuttle; Guide Services; Bike Rental; Bonfire,Mini mountain,family tour spot; culture; river; picnic; mountains; spiritual,"Meadow Homestay Sunsari is a lodge situated in Near Mini mountain, Sunsari. Guests enjoy Conference Hall, Free Parking, Airport Shuttle, Guide Services. Nearby: Mini mountain. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Free Parking"", ""Airport Shuttle"", ""Guide Services"", ""Bike Rental""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0322,Sunrise Inn,Surkhet,6,Kupinde Lake,27.679276,85.309536,Cottage,1700-2100 NPR,3.6,90,Bonfire; Bike Rental,Kupinde Lake,hills; temple; eco-friendly; natural beauty; hindu; pond; lake,"Sunrise Inn is a cottage situated in Kupinde Lake, Surkhet. Guests enjoy Bonfire, Bike Rental. Nearby: Kupinde Lake. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Bonfire"", ""Bike Rental""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Ideal to book during weekdays for better rates."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0323,Riverbend Villa,Pokhara,4,Poon Hill,28.209034,83.935571,Resort,6200-13100 NPR,4.7,271,Mountain View; Free Parking; Airport Shuttle; Free WiFi,Poon Hill,Photography; wellness; Sunrise trek; romantic; offbeat; wildlife; Scenic view,"Riverbend Villa is a resort situated in Poon Hill, Pokhara. Guests enjoy Mountain View, Free Parking, Airport Shuttle, Free WiFi. Nearby: Poon Hill. Best time to visit: October-April.","{""best_time"": ""October-April"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Mountain View"", ""Free Parking"", ""Airport Shuttle"", ""Free WiFi""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Children under 6 stay free with parents.""}"
H0324,Pine Resort,Jajarkot,6,Near Rukmini Lake,27.68445,85.295715,Resort,5600-7100 NPR,3.6,681,Breakfast Included; Mountain View; Guide Services; Laundry; Bar; Airport Shuttle,Rukmini Lake,peaceful; family-friendly; forest; pond; natural beauty; hiking; lake,"Pine Resort is a resort situated in Near Rukmini Lake, Jajarkot. Guests enjoy Breakfast Included, Mountain View, Guide Services, Laundry. Nearby: Rukmini Lake. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Breakfast Included"", ""Mountain View"", ""Guide Services"", ""Laundry"", ""Bar""], ""discounts"": ""Seasonal discount available during off-peak months."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0325,Golden Cottage Sankhuwasabha,Sankhuwasabha,1,"Mude, sankhuwasabha",27.661032,85.307055,Boutique Hotel,5100-8700 NPR,3.1,685,Conference Hall; Swimming Pool; Bonfire,"Mude, sankhuwasabha",Food Tour; Hilly; Mountain; trekking-base; Hiking; lakeside,"Golden Cottage Sankhuwasabha is a boutique hotel situated in Mude, sankhuwasabha, Sankhuwasabha. Guests enjoy Conference Hall, Swimming Pool, Bonfire. Nearby: Mude, sankhuwasabha. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Conference Hall"", ""Swimming Pool"", ""Bonfire""], ""discounts"": ""Book 2 nights and get the 3rd free!"", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Airport pickup can be arranged on request.""}"
H0326,Sunrise Stay,Parbat,4,Ghumte ko Lek (Dhuri),27.681427,85.298347,Hostel,1500-9500 NPR,4.2,1091,Hiking Tours; Tour Desk; Pet Friendly; Airport Shuttle,Ghumte ko Lek (Dhuri),wellness; hill; budget,"Sunrise Stay is a hostel situated in Ghumte ko Lek (Dhuri), Parbat. Guests enjoy Hiking Tours, Tour Desk, Pet Friendly, Airport Shuttle. Nearby: Ghumte ko Lek (Dhuri). Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Tour Desk"", ""Pet Friendly"", ""Airport Shuttle""], ""discounts"": ""Group discounts available for 5+ guests."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
H0327,Riverbend Resort Taplejung,Taplejung,1,Hangetham/ Choyatar forest,27.673113,85.32365,Eco-Lodge,1700-5400 NPR,3.8,46,Guide Services; Conference Hall; Spa; Bonfire,Hangetham/ Choyatar forest,Buddhist pilgrimage; wellness; Religious Shrine; eco-friendly; romantic; Red panda,"Riverbend Resort Taplejung is a eco-lodge situated in Hangetham/ Choyatar forest, Taplejung. Guests enjoy Guide Services, Conference Hall, Spa, Bonfire. Nearby: Hangetham/ Choyatar forest. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Guide Services"", ""Conference Hall"", ""Spa"", ""Bonfire""], ""discounts"": ""20% discount for direct website bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0328,Tranquil Lodge Lamjung,Lamjung,4,Near Beshi Sahar,27.702354,85.280305,Cottage,3300-9000 NPR,3.8,1085,Hiking Tours; Wake-up Service; Mountain View; Spa; Room Service; Restaurant,Beshi Sahar,peaceful; river; city; lakeside; spiritual,"Tranquil Lodge Lamjung is a cottage situated in Near Beshi Sahar, Lamjung. Guests enjoy Hiking Tours, Wake-up Service, Mountain View, Spa. Nearby: Beshi Sahar. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Hiking Tours"", ""Wake-up Service"", ""Mountain View"", ""Spa"", ""Room Service""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best to book at least 2 weeks in advance."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0329,Himalayan Resort Kaski,Kaski,4,Ghorepani Poon Hill Trek,27.750896,85.325417,Homestay,2000-5200 NPR,4.5,314,Free Parking; Swimming Pool; Breakfast Included,Ghorepani Poon Hill Trek,trekking; wellness; culture; adventure; mountains; hiking; Hills,"Himalayan Resort Kaski is a homestay situated in Ghorepani Poon Hill Trek, Kaski. Guests enjoy Free Parking, Swimming Pool, Breakfast Included. Nearby: Ghorepani Poon Hill Trek. Best time to visit: Oct–Nov, Mar–May.","{""best_time"": ""Oct–Nov, Mar–May"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free Parking"", ""Swimming Pool"", ""Breakfast Included""], ""discounts"": ""Complimentary breakfast for bookings over 3 nights."", ""offers"": ""Best season to book: Spring and Autumn."", ""additional_booking_info"": ""Complimentary local sightseeing package on request.""}"
H0330,Lakeside Resort Syangja,Syangja,4,Near Malika Dhuri,27.757363,85.257753,Eco-Lodge,4900-7900 NPR,3.9,248,Family Rooms; Bonfire,Malika Dhuri,wellness; hills; temple; hindu; mountains; trekking-base,"Lakeside Resort Syangja is a eco-lodge situated in Near Malika Dhuri, Syangja. Guests enjoy Family Rooms, Bonfire. Nearby: Malika Dhuri. Best time to visit: Oct-Mar.","{""best_time"": ""Oct-Mar"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Family Rooms"", ""Bonfire""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Advance booking recommended during festival seasons."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0331,Himalayan Stay,Kathmandu,3,Near Thamel,27.714069,85.298779,Cottage,6000-8700 NPR,4.4,905,Swimming Pool; Bonfire; Breakfast Included; Spa,Thamel,scultptures; casino; tour; club; wildlife,"Himalayan Stay is a cottage situated in Near Thamel, Kathmandu. Guests enjoy Swimming Pool, Bonfire, Breakfast Included, Spa. Nearby: Thamel. Best time to visit: All Year.","{""best_time"": ""All Year"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Swimming Pool"", ""Bonfire"", ""Breakfast Included"", ""Spa""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Includes optional guided hiking tours.""}"
H0332,Riverbend Homestay,Solukhumbu,1,Chukhung,27.646604,85.316958,Cottage,4800-8800 NPR,4.4,569,Free WiFi; Airport Shuttle; Conference Hall,Chukhung,trekking; heritage; near-temple; budget; mountains; hiking,"Riverbend Homestay is a cottage situated in Chukhung, Solukhumbu. Guests enjoy Free WiFi, Airport Shuttle, Conference Hall. Nearby: Chukhung. Best time to visit: Oct-Apr.","{""best_time"": ""Oct-Apr"", ""note"": ""Generated synthetic listing; verify availability."", ""features"": [""Free WiFi"", ""Airport Shuttle"", ""Conference Hall""], ""discounts"": ""10% off on early bird bookings."", ""offers"": ""Winter offers the best value deals."", ""additional_booking_info"": ""Flexible cancellation up to 24 hours before check-in.""}"
