activity_id,activity_name,destination,type,duration,price_npr,season,tags,description
A0311,Jungle Safari - Sauraha,Sauraha,Relaxation,1 hrs,12100,Spring,photography; food,"A relaxing jungle safari in Sauraha, ideal for adventure seekers."
A0312,Cycling - Dang,Dang,Trekking,6 hrs,4100,Autumn,heritage; culture; photography; food,"A thrilling cycling in Dang, ideal for adventure seekers."
A0313,Temple Visit - Narayanhiti Palace,Narayanhiti Palace,Relaxation,6 hrs,12100,Autumn,relaxation; culture,"A thrilling temple visit in Narayanhiti Palace, ideal for families."
A0314,Boating - Phoksundo lake,Phoksundo lake,Photo Tour,6 hrs,5800,Spring,photography; wildlife; offbeat; trekking,"A thrilling boating in Phoksundo lake, ideal for adventure seekers."
A0315,Zipline - Dolpa,Dolpa,Festival Tour,5 hrs,5800,Summer,photography; offbeat; wildlife,"A relaxing zipline in Dolpa, ideal for families."
A0316,Paragliding - Bhedetar & Namje Village,Bhedetar & Namje Village,Boat Ride,5 hrs,12700,Winter,relaxation; trekking,"A guided paragliding in Bhedetar & Namje Village, ideal for solo travelers."
A0317,Cooking Class - Itahari,Itahari,Relaxation,2 hrs,1800,All Year,relaxation; local-experience; culture,"A guided cooking class in Itahari, ideal for solo travelers."
A0318,Cooking Class - Parsa,Parsa,Adventure,6 hrs,10600,Spring,wildlife; trekking; local-experience,"A relaxing cooking class in Parsa, ideal for couples."
A0319,Cooking Class - Thamel,Thamel,Boat Ride,8 hrs,5000,Spring,food; photography; offbeat; local-experience,"A immersive cooking class in Thamel, ideal for couples."
A0320,Jungle Safari - Palpa-Rupandehi border,Palpa-Rupandehi border,Wildlife,5 hrs,8200,Winter,trekking; local-experience; food; adventure,"A immersive jungle safari in Palpa-Rupandehi border, ideal for families."
A0321,Cycling - Purandhara Waterfall,Purandhara Waterfall,Relaxation,6 hrs,5100,All Year,heritage; offbeat,"A relaxing cycling in Purandhara Waterfall, ideal for solo travelers."
A0322,Hiking - Kanakpatti Palace,Kanakpatti Palace,Workshop,6 hrs,1200,Winter,offbeat; culture; wildlife; trekking,"A relaxing hiking in Kanakpatti Palace, ideal for families."
A0323,Boating - Chadani bridge,Chadani bridge,Photo Tour,4 hrs,5500,Spring,local-experience; photography,"A guided boating in Chadani bridge, ideal for solo travelers."
A0324,Temple Visit - Mini mountain,Mini mountain,Relaxation,2 hrs,1800,Spring,food; heritage,"A relaxing temple visit in Mini mountain, ideal for couples."
A0325,Rafting - Mirmi Hydro dam,Mirmi Hydro dam,Adventure,6 hrs,3200,Summer,food; relaxation; heritage; wildlife,"A thrilling rafting in Mirmi Hydro dam, ideal for families."
A0326,Jungle Safari - Siddhartha Nagar,Siddhartha Nagar,Relaxation,4 hrs,14000,Autumn,offbeat; heritage,"A thrilling jungle safari in Siddhartha Nagar, ideal for solo travelers."
A0327,Cycling - Resunga,Resunga,Festival Tour,6 hrs,12100,Winter,wildlife; culture; photography; adventure,"A relaxing cycling in Resunga, ideal for couples."
A0328,Temple Visit - Rara Lake,Rara Lake,Trekking,5 hrs,14700,All Year,culture; local-experience; offbeat,"A thrilling temple visit in Rara Lake, ideal for solo travelers."
A0329,Cultural Tour - Sinja Valley,Sinja Valley,Photo Tour,1 hrs,12400,Winter,adventure; wildlife,"A relaxing cultural tour in Sinja Valley, ideal for solo travelers."
A0330,Bird Watching - Myagdi,Myagdi,Sightseeing,3 hrs,1800,Spring,local-experience; relaxation,"A relaxing bird watching in Myagdi, ideal for couples."
A0331,Paragliding - Langtang Valley,Langtang Valley,Photo Tour,2 hrs,8600,Spring,relaxation; local-experience; heritage; culture,"A guided paragliding in Langtang Valley, ideal for adventure seekers."
A0332,Boating - Kapurkot,Kapurkot,Trekking,5 hrs,14700,All Year,culture; adventure,"A thrilling boating in Kapurkot, ideal for solo travelers."
A0333,Cooking Class - Kalinchowk,Kalinchowk,Wildlife,8 hrs,6500,Autumn,local-experience; trekking; photography; wildlife,"A guided cooking class in Kalinchowk, ideal for families."
A0334,Cooking Class - Todke falls,Todke falls,Workshop,3 hrs,10700,Autumn,heritage; culture; relaxation,"A relaxing cooking class in Todke falls, ideal for solo travelers."
A0335,Rafting - Markhu ,Markhu ,Wildlife,6 hrs,7800,Autumn,photography; local-experience; wildlife; trekking,"A immersive rafting in Markhu , ideal for couples."
A0336,Paragliding - Namchebazaar,Namchebazaar,Festival Tour,5 hrs,7300,Spring,culture; local-experience; offbeat,"A guided paragliding in Namchebazaar, ideal for families."
A0337,Rafting - Dhading,Dhading,Adventure,1 hrs,10200,Winter,wildlife; trekking; relaxation,"A thrilling rafting in Dhading, ideal for couples."
A0338,Temple Visit - Dodhara Chadani Suspension Bridge,Dodhara Chadani Suspension Bridge,Sightseeing,1 hrs,4100,Autumn,relaxation; heritage; culture; offbeat,"A immersive temple visit in Dodhara Chadani Suspension Bridge, ideal for adventure seekers."
A0339,Jungle Safari - Satasidham,Satasidham,Boat Ride,1 hrs,5300,Winter,wildlife; photography; food,"A relaxing jungle safari in Satasidham, ideal for adventure seekers."
A0340,Rafting - Rolpa,Rolpa,Adventure,5 hrs,4900,Autumn,food; relaxation,"A immersive rafting in Rolpa, ideal for solo travelers."
A0341,Zipline - Tansen City,Tansen City,Relaxation,4 hrs,12700,Autumn,photography; heritage; relaxation,"A guided zipline in Tansen City, ideal for solo travelers."
A0342,Rafting - Mangal Bazaar,Mangal Bazaar,Cultural,8 hrs,3200,Winter,photography; culture; local-experience,"A relaxing rafting in Mangal Bazaar, ideal for families."
A0343,Zipline - Annapurna Conservation Area,Annapurna Conservation Area,Festival Tour,1 hrs,3100,Winter,heritage; adventure; food; photography,"A relaxing zipline in Annapurna Conservation Area, ideal for couples."
A0344,Bird Watching - Kakani Strawberry Village,Kakani Strawberry Village,Workshop,6 hrs,14600,Spring,adventure; trekking; offbeat,"A immersive bird watching in Kakani Strawberry Village, ideal for solo travelers."
A0345,Bird Watching - Jumla Bazar,Jumla Bazar,Wildlife,6 hrs,2000,All Year,wildlife; local-experience; trekking,"A thrilling bird watching in Jumla Bazar, ideal for adventure seekers."
A0346,Bird Watching - Chabahil Stupa,Chabahil Stupa,Cultural,3 hrs,2300,Summer,food; wildlife; photography,"A immersive bird watching in Chabahil Stupa, ideal for solo travelers."
A0347,Jungle Safari - Kanchenjunga,Kanchenjunga,Photo Tour,3 hrs,8600,Summer,relaxation; trekking; adventure,"A guided jungle safari in Kanchenjunga, ideal for solo travelers."
A0348,Rafting - Mangal Bazaar,Mangal Bazaar,Photo Tour,5 hrs,1900,Summer,heritage; adventure; photography; local-experience,"A guided rafting in Mangal Bazaar, ideal for adventure seekers."
A0349,Boating - Solududhkunda,Solududhkunda,Cultural,1 hrs,1100,Winter,wildlife; food; photography; adventure,"A guided boating in Solududhkunda, ideal for couples."
A0350,Jungle Safari - Jitgadi Fort,Jitgadi Fort,Wildlife,5 hrs,14100,Autumn,culture; heritage; adventure,"A immersive jungle safari in Jitgadi Fort, ideal for solo travelers."
A0351,Temple Visit - Ratna Sagar,Ratna Sagar,Cultural,3 hrs,8600,Winter,wildlife; local-experience; relaxation,"A guided temple visit in Ratna Sagar, ideal for couples."
A0352,Cultural Tour - Araurakot,Araurakot,Relaxation,3 hrs,12100,Spring,trekking; culture; offbeat,"A thrilling cultural tour in Araurakot, ideal for solo travelers."
A0353,Temple Visit - Bhedetar & Namje Village,Bhedetar & Namje Village,Relaxation,6 hrs,9400,Spring,trekking; heritage,"A thrilling temple visit in Bhedetar & Namje Village, ideal for couples."
A0354,Bird Watching - Mahashila,Mahashila,Cultural,4 hrs,4200,Winter,local-experience; food; wildlife,"A thrilling bird watching in Mahashila, ideal for families."
A0355,Cultural Tour -  Vata Mandir, Vata Mandir,Photo Tour,3 hrs,13800,Spring,trekking; adventure; photography; offbeat,"A thrilling cultural tour in Vata Mandir, ideal for couples."
A0356,Cooking Class - Dadeldhura,Dadeldhura,Trekking,3 hrs,13400,Spring,trekking; wildlife; local-experience,"A immersive cooking class in Dadeldhura, ideal for families."
A0357,Hiking - Jakhera tal,Jakhera tal,Trekking,6 hrs,11900,Autumn,culture; local-experience; wildlife,"A relaxing hiking in Jakhera tal, ideal for solo travelers."
A0358,Cultural Tour - Tilaurakot (Ancient Shakya Capital),Tilaurakot (Ancient Shakya Capital),Adventure,4 hrs,1900,Winter,wildlife; food,"A relaxing cultural tour in Tilaurakot (Ancient Shakya Capital), ideal for families."
A0359,Temple Visit - Thakurnath Mahadev,Thakurnath Mahadev,Boat Ride,4 hrs,14400,Winter,trekking; offbeat; photography; local-experience,"A thrilling temple visit in Thakurnath Mahadev, ideal for couples."
A0360,Paragliding - Mustang,Mustang,Trekking,3 hrs,3800,Winter,relaxation; photography; food,"A immersive paragliding in Mustang, ideal for families."
A0361,Paragliding - Paragliding Sites (Pokhara Valley),Paragliding Sites (Pokhara Valley),Relaxation,1 hrs,2300,Winter,relaxation; heritage,"A thrilling paragliding in Paragliding Sites (Pokhara Valley), ideal for couples."
A0362,Cooking Class - Kandadevi,Kandadevi,Festival Tour,4 hrs,10300,Winter,culture; offbeat; adventure,"A relaxing cooking class in Kandadevi, ideal for adventure seekers."
A0363,"Boating - Ramkot Danda,bajhang","Ramkot Danda,bajhang",Photo Tour,6 hrs,14500,All Year,trekking; relaxation; offbeat,"A guided boating in Ramkot Danda,bajhang, ideal for families."
A0364,Cultural Tour - Surmasarowar lake,Surmasarowar lake,Cultural,6 hrs,4000,Spring,trekking; offbeat; heritage; adventure,"A immersive cultural tour in Surmasarowar lake, ideal for adventure seekers."
A0365,Hiking - Purtighat,Purtighat,Festival Tour,5 hrs,4900,Spring,trekking; food,"A immersive hiking in Purtighat, ideal for adventure seekers."
A0366,Cycling - Dolakha,Dolakha,Festival Tour,6 hrs,4000,Summer,heritage; food,"A thrilling cycling in Dolakha, ideal for solo travelers."
A0367,Cooking Class - Sinja Valley,Sinja Valley,Trekking,6 hrs,4300,Winter,offbeat; adventure,"A guided cooking class in Sinja Valley, ideal for couples."
A0368,"Bird Watching - Urlabari, jhapa","Urlabari, jhapa",Workshop,8 hrs,14100,Spring,heritage; local-experience,"A guided bird watching in Urlabari, jhapa, ideal for couples."
A0369,Cooking Class - Cg Temple,Cg Temple,Photo Tour,2 hrs,5700,Spring,offbeat; trekking,"A thrilling cooking class in Cg Temple, ideal for couples."
A0370,Bird Watching - Gorkha,Gorkha,Wildlife,3 hrs,8700,Autumn,relaxation; local-experience; culture,"A relaxing bird watching in Gorkha, ideal for families."
A0371,Hiking - Jagadishpur,Jagadishpur,Trekking,3 hrs,2000,Autumn,wildlife; relaxation; adventure,"A relaxing hiking in Jagadishpur, ideal for families."
A0372,Rafting - Tilicho Lake,Tilicho Lake,Wildlife,3 hrs,10400,Winter,local-experience; relaxation,"A guided rafting in Tilicho Lake, ideal for adventure seekers."
A0373,Paragliding - Banke National Park,Banke National Park,Relaxation,6 hrs,1200,Winter,relaxation; wildlife,"A thrilling paragliding in Banke National Park, ideal for families."
A0374,Temple Visit - Indra sarovar lake,Indra sarovar lake,Relaxation,6 hrs,7500,All Year,trekking; heritage; offbeat; wildlife,"A relaxing temple visit in Indra sarovar lake, ideal for couples."
A0375,Cycling - Trishul Danda,Trishul Danda,Boat Ride,2 hrs,12100,Winter,heritage; culture,"A relaxing cycling in Trishul Danda, ideal for couples."
A0376,Cultural Tour - Kandadevi,Kandadevi,Wildlife,2 hrs,13500,Autumn,relaxation; adventure; offbeat; culture,"A guided cultural tour in Kandadevi, ideal for solo travelers."
A0377,Cultural Tour - Shiraichuli Hill,Shiraichuli Hill,Adventure,1 hrs,11900,Autumn,food; culture; wildlife,"A thrilling cultural tour in Shiraichuli Hill, ideal for couples."
A0378,Paragliding - Resunga,Resunga,Relaxation,1 hrs,1300,Spring,trekking; culture,"A relaxing paragliding in Resunga, ideal for families."
A0379,Jungle Safari - Rolpa,Rolpa,Photo Tour,5 hrs,9600,Spring,wildlife; heritage,"A guided jungle safari in Rolpa, ideal for solo travelers."
A0380,Boating - Sindhupalchowk,Sindhupalchowk,Festival Tour,4 hrs,4900,Autumn,local-experience; relaxation,"A thrilling boating in Sindhupalchowk, ideal for families."
A0381,Jungle Safari - Jajarkot durbar,Jajarkot durbar,Adventure,5 hrs,8500,Spring,food; wildlife; adventure; culture,"A relaxing jungle safari in Jajarkot durbar, ideal for couples."
A0382,Cultural Tour - Dolpo/Mustang,Dolpo/Mustang,Cultural,3 hrs,8300,Autumn,food; culture; heritage; local-experience,"A relaxing cultural tour in Dolpo/Mustang, ideal for families."
A0383,Boating - Chaudhary Hills,Chaudhary Hills,Wildlife,1 hrs,9500,Spring,culture; adventure; wildlife,"A guided boating in Chaudhary Hills, ideal for adventure seekers."
A0384,Cultural Tour - Mai Pokhari,Mai Pokhari,Relaxation,6 hrs,11800,Autumn,relaxation; offbeat; photography; adventure,"A guided cultural tour in Mai Pokhari, ideal for adventure seekers."
A0385,Jungle Safari - Chhahare Jharna,Chhahare Jharna,Boat Ride,8 hrs,1000,Autumn,wildlife; photography; offbeat; trekking,"A guided jungle safari in Chhahare Jharna, ideal for families."
A0386,"Zipline - Bhedetar, dhankuta","Bhedetar, dhankuta",Wildlife,4 hrs,8100,Autumn,photography; wildlife,"A guided zipline in Bhedetar, dhankuta, ideal for adventure seekers."
A0387,Cycling - Morang,Morang,Workshop,4 hrs,13300,Summer,photography; wildlife; trekking; heritage,"A guided cycling in Morang, ideal for couples."
A0388,Bird Watching - Vhairabsthan Temple,Vhairabsthan Temple,Festival Tour,8 hrs,6800,Summer,offbeat; food,"A relaxing bird watching in Vhairabsthan Temple, ideal for families."
A0389,Boating - Patan durbar square,Patan durbar square,Cultural,1 hrs,6200,Spring,local-experience; heritage; wildlife,"A thrilling boating in Patan durbar square, ideal for adventure seekers."
A0390,"Cultural Tour - Ramkot Danda,bajhang","Ramkot Danda,bajhang",Trekking,3 hrs,12700,Autumn,food; trekking; local-experience; offbeat,"A thrilling cultural tour in Ramkot Danda,bajhang, ideal for solo travelers."
A0391,Cultural Tour - Sworek Hill,Sworek Hill,Boat Ride,4 hrs,1600,Summer,adventure; culture; local-experience,"A relaxing cultural tour in Sworek Hill, ideal for families."
A0392,Boating - Panch Pokhari,Panch Pokhari,Wildlife,2 hrs,3000,Autumn,adventure; food,"A relaxing boating in Panch Pokhari, ideal for couples."
A0393,Bird Watching - Hari Shanker Temple,Hari Shanker Temple,Relaxation,6 hrs,8600,Summer,photography; heritage; adventure,"A thrilling bird watching in Hari Shanker Temple, ideal for solo travelers."
A0394,Rafting - Panchadewal Hat,Panchadewal Hat,Workshop,1 hrs,5400,All Year,adventure; food,"A guided rafting in Panchadewal Hat, ideal for adventure seekers."
A0395,Bird Watching - Shambhunath Temple,Shambhunath Temple,Festival Tour,3 hrs,6800,Summer,relaxation; culture,"A guided bird watching in Shambhunath Temple, ideal for solo travelers."
A0396,Temple Visit - Monastic Zone,Monastic Zone,Boat Ride,5 hrs,2400,Autumn,wildlife; local-experience; culture,"A guided temple visit in Monastic Zone, ideal for adventure seekers."
A0397,Rafting - Jaleshwor Mini Waterfall,Jaleshwor Mini Waterfall,Trekking,4 hrs,10700,Autumn,photography; food,"A immersive rafting in Jaleshwor Mini Waterfall, ideal for families."
A0398,Jungle Safari - Askot Sanctuary,Askot Sanctuary,Festival Tour,3 hrs,9500,Spring,relaxation; wildlife,"A thrilling jungle safari in Askot Sanctuary, ideal for families."
A0399,Zipline - Monastic Zone,Monastic Zone,Cultural,1 hrs,8900,Autumn,trekking; adventure; offbeat; wildlife,"A thrilling zipline in Monastic Zone, ideal for couples."
A0400,Paragliding - Himalchuli Mountain,Himalchuli Mountain,Workshop,3 hrs,3300,Winter,photography; relaxation,"A relaxing paragliding in Himalchuli Mountain, ideal for adventure seekers."
A0401,Boating - Palpa-Rupandehi border,Palpa-Rupandehi border,Adventure,2 hrs,3400,Winter,local-experience; culture; wildlife,"A guided boating in Palpa-Rupandehi border, ideal for couples."
A0402,Paragliding - Sari Lake,Sari Lake,Trekking,3 hrs,5100,Autumn,heritage; culture; local-experience; photography,"A relaxing paragliding in Sari Lake, ideal for solo travelers."
A0403,Bird Watching - Mugu,Mugu,Sightseeing,5 hrs,14300,Winter,wildlife; photography; relaxation,"A guided bird watching in Mugu, ideal for families."
A0404,Temple Visit - Shivgunj,Shivgunj,Adventure,2 hrs,6300,All Year,culture; wildlife; heritage; adventure,"A relaxing temple visit in Shivgunj, ideal for adventure seekers."
A0405,"Jungle Safari - Temke danda, bhojpur","Temke danda, bhojpur",Cultural,4 hrs,3400,Summer,wildlife; relaxation; offbeat,"A immersive jungle safari in Temke danda, bhojpur, ideal for adventure seekers."
A0406,Jungle Safari - Rambha Devi,Rambha Devi,Wildlife,1 hrs,5500,Summer,heritage; relaxation; offbeat,"A thrilling jungle safari in Rambha Devi, ideal for couples."
A0407,Boating - Mahamritunjaya Statue,Mahamritunjaya Statue,Sightseeing,8 hrs,8300,Summer,offbeat; wildlife; heritage,"A immersive boating in Mahamritunjaya Statue, ideal for adventure seekers."
A0408,Rafting - Chundi Ramgha,Chundi Ramgha,Festival Tour,4 hrs,13900,Summer,adventure; offbeat; trekking,"A thrilling rafting in Chundi Ramgha, ideal for solo travelers."
A0409,Cooking Class - Khodardevi Cave,Khodardevi Cave,Boat Ride,4 hrs,5000,All Year,culture; trekking; food,"A thrilling cooking class in Khodardevi Cave, ideal for adventure seekers."
A0410,Cycling - Bageshwori Temple,Bageshwori Temple,Cultural,6 hrs,14600,Summer,culture; wildlife,"A guided cycling in Bageshwori Temple, ideal for couples."
A0411,Temple Visit - Upper Dolpo to Mustang trek,Upper Dolpo to Mustang trek,Boat Ride,3 hrs,2600,Winter,offbeat; heritage; trekking,"A thrilling temple visit in Upper Dolpo to Mustang trek, ideal for adventure seekers."
A0412,Paragliding - Bajura,Bajura,Photo Tour,5 hrs,4900,Summer,trekking; photography,"A thrilling paragliding in Bajura, ideal for couples."
A0413,Boating - Dolpa,Dolpa,Adventure,8 hrs,12000,Summer,adventure; trekking,"A guided boating in Dolpa, ideal for adventure seekers."
A0414,"Rafting - Gokyo lake, solukhumbu","Gokyo lake, solukhumbu",Cultural,2 hrs,3100,Autumn,relaxation; food,"A immersive rafting in Gokyo lake, solukhumbu, ideal for couples."
A0415,Bird Watching - Pyuthan,Pyuthan,Sightseeing,2 hrs,7600,Autumn,culture; food,"A immersive bird watching in Pyuthan, ideal for solo travelers."
A0416,Boating - saipal base camp,saipal base camp,Photo Tour,4 hrs,13300,Summer,wildlife; food; photography; heritage,"A guided boating in saipal base camp, ideal for families."
A0417,Zipline - Barhakune Daha (Baraha Chhetra),Barhakune Daha (Baraha Chhetra),Wildlife,2 hrs,2900,All Year,wildlife; photography; local-experience; adventure,"A guided zipline in Barhakune Daha (Baraha Chhetra), ideal for solo travelers."
A0418,Boating - Mul Dhoka,Mul Dhoka,Boat Ride,1 hrs,11400,Winter,adventure; heritage; wildlife; photography,"A thrilling boating in Mul Dhoka, ideal for families."
A0419,Hiking - Kanakpatti Palace,Kanakpatti Palace,Trekking,4 hrs,14900,Autumn,food; trekking; photography; culture,"A thrilling hiking in Kanakpatti Palace, ideal for adventure seekers."
A0420,Paragliding - Hyatrung waterfall,Hyatrung waterfall,Workshop,3 hrs,8800,All Year,heritage; offbeat,"A guided paragliding in Hyatrung waterfall, ideal for adventure seekers."
A0421,Bird Watching - Tadapani,Tadapani,Workshop,4 hrs,14300,Winter,wildlife; heritage,"A immersive bird watching in Tadapani, ideal for solo travelers."
A0422,Zipline - Mustang/Myagdi,Mustang/Myagdi,Photo Tour,2 hrs,14800,Summer,relaxation; food; offbeat,"A thrilling zipline in Mustang/Myagdi, ideal for families."
A0423,Jungle Safari - Askot Sanctuary,Askot Sanctuary,Boat Ride,6 hrs,1400,All Year,culture; heritage; offbeat,"A thrilling jungle safari in Askot Sanctuary, ideal for adventure seekers."
A0424,Hiking - Ajaymerukot Durbar,Ajaymerukot Durbar,Cultural,2 hrs,12600,All Year,culture; trekking; heritage,"A immersive hiking in Ajaymerukot Durbar, ideal for couples."
A0425,Rafting - Tso Lamgyok,Tso Lamgyok,Relaxation,6 hrs,11100,Spring,trekking; local-experience; relaxation,"A immersive rafting in Tso Lamgyok, ideal for adventure seekers."
A0426,Rafting - Pachal waterfall,Pachal waterfall,Wildlife,2 hrs,1100,Summer,adventure; offbeat,"A immersive rafting in Pachal waterfall, ideal for adventure seekers."
A0427,"Cultural Tour - Kunde, Nepal","Kunde, Nepal",Adventure,5 hrs,12000,Autumn,food; trekking; offbeat; heritage,"A guided cultural tour in Kunde, Nepal, ideal for solo travelers."
A0428,Temple Visit - Begnas Lake,Begnas Lake,Trekking,6 hrs,5400,Summer,local-experience; wildlife; food,"A thrilling temple visit in Begnas Lake, ideal for solo travelers."
A0429,Jungle Safari - Poon Hill,Poon Hill,Cultural,6 hrs,11000,Winter,wildlife; photography; trekking; adventure,"A thrilling jungle safari in Poon Hill, ideal for couples."
A0430,Rafting - Simsuwa Waterfall,Simsuwa Waterfall,Wildlife,8 hrs,4900,Spring,local-experience; culture; food; adventure,"A guided rafting in Simsuwa Waterfall, ideal for adventure seekers."
A0431,Hiking - Khaptad Trek (via Doti Entry),Khaptad Trek (via Doti Entry),Workshop,6 hrs,6600,Winter,local-experience; trekking,"A immersive hiking in Khaptad Trek (via Doti Entry), ideal for families."
A0432,Jungle Safari - Ninglasaini Bhagwati,Ninglasaini Bhagwati,Photo Tour,2 hrs,1500,All Year,culture; heritage,"A thrilling jungle safari in Ninglasaini Bhagwati, ideal for families."
A0433,Cooking Class - Kalinchowk,Kalinchowk,Trekking,3 hrs,5600,Spring,heritage; photography,"A guided cooking class in Kalinchowk, ideal for families."
A0434,Paragliding - Namje village,Namje village,Sightseeing,4 hrs,2800,Summer,culture; trekking; food; local-experience,"A guided paragliding in Namje village, ideal for solo travelers."
A0435,Cooking Class - Singa La Pass Trek,Singa La Pass Trek,Sightseeing,1 hrs,5500,All Year,offbeat; adventure; culture; wildlife,"A guided cooking class in Singa La Pass Trek, ideal for families."
A0436,Bird Watching - Rukumkot,Rukumkot,Festival Tour,6 hrs,7500,Spring,offbeat; adventure,"A thrilling bird watching in Rukumkot, ideal for solo travelers."
A0437,Boating - Jorsale,Jorsale,Wildlife,1 hrs,6500,Spring,wildlife; trekking; culture,"A immersive boating in Jorsale, ideal for adventure seekers."
A0438,Hiking - Khangchendzonga national park,Khangchendzonga national park,Festival Tour,1 hrs,9900,All Year,relaxation; heritage; local-experience; trekking,"A guided hiking in Khangchendzonga national park, ideal for solo travelers."
A0439,Cultural Tour - Manang,Manang,Wildlife,2 hrs,8100,Summer,offbeat; relaxation,"A relaxing cultural tour in Manang, ideal for couples."
A0440,Cycling - Sanga,Sanga,Photo Tour,4 hrs,7900,Winter,culture; food; local-experience; offbeat,"A immersive cycling in Sanga, ideal for adventure seekers."
A0441,Jungle Safari - Chaaya Kshetra,Chaaya Kshetra,Festival Tour,4 hrs,5200,Spring,relaxation; food; offbeat; heritage,"A immersive jungle safari in Chaaya Kshetra, ideal for couples."
A0442,Jungle Safari - Bhulbhule,Bhulbhule,Cultural,2 hrs,9200,Summer,photography; trekking,"A relaxing jungle safari in Bhulbhule, ideal for adventure seekers."
A0443,Cultural Tour - Illam,Illam,Sightseeing,8 hrs,9000,Spring,photography; adventure,"A relaxing cultural tour in Illam, ideal for couples."
A0444,Boating - Pakhribas,Pakhribas,Cultural,2 hrs,2600,Summer,offbeat; trekking; local-experience,"A immersive boating in Pakhribas, ideal for families."
A0445,Rafting - Gulmi,Gulmi,Boat Ride,4 hrs,12100,Winter,trekking; offbeat; adventure,"A guided rafting in Gulmi, ideal for families."
A0446,Temple Visit - Ninglasaini Bhagwati,Ninglasaini Bhagwati,Photo Tour,1 hrs,4100,Summer,offbeat; photography,"A guided temple visit in Ninglasaini Bhagwati, ideal for solo travelers."
A0447,Paragliding - Gotihawa,Gotihawa,Wildlife,3 hrs,1400,All Year,heritage; relaxation,"A guided paragliding in Gotihawa, ideal for families."
A0448,Bird Watching - Jagadishpur,Jagadishpur,Workshop,1 hrs,9600,Spring,heritage; culture,"A immersive bird watching in Jagadishpur, ideal for adventure seekers."
A0449,Boating - Makwanpur,Makwanpur,Relaxation,4 hrs,3000,All Year,heritage; adventure; food,"A guided boating in Makwanpur, ideal for couples."
A0450,Jungle Safari - Jungle Lodge / Tree House Stay,Jungle Lodge / Tree House Stay,Adventure,8 hrs,10500,All Year,adventure; trekking,"A thrilling jungle safari in Jungle Lodge / Tree House Stay, ideal for solo travelers."
A0451,Boating - Khodardevi Cave,Khodardevi Cave,Sightseeing,8 hrs,12100,Autumn,culture; trekking,"A thrilling boating in Khodardevi Cave, ideal for families."
A0452,Paragliding - Janakpur,Janakpur,Photo Tour,1 hrs,2200,Winter,relaxation; photography,"A guided paragliding in Janakpur, ideal for adventure seekers."
A0453,Cultural Tour - Chitwan national park,Chitwan national park,Photo Tour,5 hrs,12700,Spring,photography; wildlife,"A guided cultural tour in Chitwan national park, ideal for couples."
A0454,Jungle Safari - Ghandruk Village,Ghandruk Village,Boat Ride,5 hrs,14500,Autumn,heritage; offbeat; relaxation; wildlife,"A relaxing jungle safari in Ghandruk Village, ideal for families."
A0455,Cooking Class - Ugratara Temple,Ugratara Temple,Boat Ride,6 hrs,3100,Winter,trekking; offbeat; culture; adventure,"A thrilling cooking class in Ugratara Temple, ideal for solo travelers."
A0456,Rafting - Rupandehi,Rupandehi,Sightseeing,2 hrs,12900,Summer,heritage; culture,"A relaxing rafting in Rupandehi, ideal for adventure seekers."
A0457,Cycling - Sirubari,Sirubari,Sightseeing,6 hrs,4900,All Year,wildlife; trekking,"A guided cycling in Sirubari, ideal for couples."
A0458,Bird Watching - Kakre Bihar,Kakre Bihar,Wildlife,2 hrs,11200,Autumn,relaxation; food,"A immersive bird watching in Kakre Bihar, ideal for families."
A0459,Cycling - Panch Pokhari,Panch Pokhari,Relaxation,1 hrs,3800,Autumn,heritage; wildlife,"A thrilling cycling in Panch Pokhari, ideal for couples."
A0460,Bird Watching - Jumla Bazar,Jumla Bazar,Sightseeing,4 hrs,10000,Winter,local-experience; culture,"A guided bird watching in Jumla Bazar, ideal for solo travelers."
A0461,Temple Visit - Chainpur,Chainpur,Sightseeing,5 hrs,12000,All Year,adventure; heritage; relaxation,"A thrilling temple visit in Chainpur, ideal for families."
A0462,Temple Visit - Devisthan Temple,Devisthan Temple,Photo Tour,6 hrs,11800,Autumn,trekking; food; wildlife,"A immersive temple visit in Devisthan Temple, ideal for couples."
A0463,Temple Visit - Elephant Safari,Elephant Safari,Adventure,1 hrs,2200,Autumn,trekking; culture,"A thrilling temple visit in Elephant Safari, ideal for adventure seekers."
A0464,Jungle Safari - Ama dablam,Ama dablam,Workshop,5 hrs,3500,Winter,offbeat; food,"A guided jungle safari in Ama dablam, ideal for families."
A0465,Cooking Class - Jeep Safari,Jeep Safari,Photo Tour,4 hrs,6200,Autumn,photography; relaxation,"A immersive cooking class in Jeep Safari, ideal for families."
A0466,Cultural Tour - Tamang heritage and Langtang Valley,Tamang heritage and Langtang Valley,Cultural,5 hrs,13200,Winter,trekking; wildlife; photography; heritage,"A relaxing cultural tour in Tamang heritage and Langtang Valley, ideal for solo travelers."
A0467,Cycling - Latarambeshwor,Latarambeshwor,Relaxation,2 hrs,1300,Summer,photography; adventure; wildlife,"A thrilling cycling in Latarambeshwor, ideal for solo travelers."
A0468,Paragliding - Dhampus,Dhampus,Cultural,5 hrs,10000,Summer,adventure; heritage; trekking; local-experience,"A thrilling paragliding in Dhampus, ideal for families."
A0469,Rafting - Asan Tole,Asan Tole,Relaxation,3 hrs,6800,All Year,wildlife; offbeat; culture; adventure,"A immersive rafting in Asan Tole, ideal for couples."
